(247, 274), (903, 852), (508, 189), (571, 1010) 
(241, 278), (908, 846), (500, 190), (579, 1010) 
(235, 283), (913, 839), (494, 190), (588, 1009) 
(230, 286), (918, 832), (486, 191), (598, 1008) 
(224, 290), (923, 826), (478, 192), (607, 1007) 
(218, 295), (928, 820), (470, 193), (616, 1006) 
(213, 299), (932, 813), (466, 193), (626, 1004) 
(207, 304), (936, 805), (456, 195), (634, 1003) 
(202, 308), (941, 800), (452, 195), (643, 1001) 
(197, 312), (945, 793), (443, 197), (653, 999) 
(191, 318), (949, 786), (437, 198), (661, 997) 
(186, 322), (953, 780), (431, 199), (672, 994) 
(181, 326), (956, 772), (423, 201), (680, 992) 
(175, 333), (960, 766), (418, 202), (690, 989) 
(171, 336), (963, 758), (409, 204), (699, 986) 
(165, 343), (966, 751), (404, 205), (706, 984) 
(161, 347), (969, 744), (397, 207), (715, 981) 
(156, 352), (972, 737), (390, 209), (725, 977) 
(151, 358), (975, 730), (383, 211), (733, 974) 
(147, 362), (977, 723), (376, 213), (741, 970) 
(142, 368), (980, 716), (370, 215), (749, 967) 
(138, 374), (982, 709), (362, 218), (757, 963) 
(133, 380), (984, 702), (356, 220), (765, 959) 
(129, 386), (986, 695), (350, 222), (773, 955) 
(125, 391), (987, 687), (342, 225), (781, 951) 
(121, 397), (989, 680), (337, 227), (789, 946) 
(117, 403), (990, 672), (330, 230), (797, 942) 
(113, 409), (992, 666), (323, 233), (805, 937) 
(109, 415), (993, 659), (316, 236), (812, 932) 
(105, 422), (994, 652), (310, 239), (820, 927) 
(102, 427), (994, 644), (304, 242), (827, 922) 
(98, 434), (995, 637), (297, 245), (834, 917) 
(95, 440), (996, 630), (291, 248), (841, 912) 
(92, 446), (996, 623), (286, 251), (847, 907) 
(89, 452), (996, 616), (278, 255), (854, 901) 
(85, 460), (996, 608), (273, 258), (859, 896) 
(83, 466), (996, 601), (266, 262), (867, 890) 
(80, 472), (996, 594), (261, 265), (873, 884) 
(77, 480), (996, 588), (255, 269), (879, 878) 
(75, 486), (995, 580), (249, 273), (885, 872) 
(72, 493), (995, 574), (242, 277), (891, 866) 
(70, 500), (994, 567), (237, 281), (897, 860) 
(67, 508), (993, 560), (231, 285), (902, 854) 
(65, 515), (992, 553), (226, 289), (907, 848) 
(63, 522), (991, 546), (220, 293), (913, 841) 
(62, 528), (990, 541), (216, 297), (918, 835) 
(60, 536), (988, 532), (209, 302), (922, 829) 
(59, 541), (987, 527), (204, 306), (927, 822) 
(57, 550), (985, 519), (198, 311), (931, 816) 
(56, 557), (983, 512), (195, 315), (936, 809) 
(55, 564), (981, 506), (188, 320), (940, 802) 
(54, 571), (979, 499), (182, 325), (945, 795) 
(53, 579), (977, 493), (178, 330), (949, 788) 
(52, 587), (975, 487), (172, 335), (951, 782) 
(52, 593), (972, 480), (168, 340), (955, 775) 
(51, 602), (970, 474), (163, 345), (959, 768) 
(51, 609), (967, 467), (159, 350), (962, 761) 
(51, 616), (963, 461), (153, 356), (965, 754) 
(51, 624), (960, 454), (148, 361), (968, 747) 
(51, 632), (958, 449), (144, 367), (971, 740) 
(51, 640), (954, 443), (140, 372), (974, 732) 
(52, 647), (950, 436), (135, 378), (975, 726) 
(53, 653), (948, 430), (132, 383), (979, 718) 
(53, 664), (945, 424), (127, 389), (981, 711) 
(54, 672), (940, 417), (122, 395), (983, 704) 
(118, 401), (984, 696), (937, 413), (55, 681) 
